x1,x2,µA1,µA2,µB1,µB2,output
2.6,2.4,0.61775401981211,0.17953608504302468,0.8492033496371075,0.23107232661265206,2.499487926679983
2.4,2.2,0.847468475037358,0.23067568034265754,0.9964873609404538,0.30425030468902264,2.2982010981729273
2.2,1.9,0.9961860971298292,0.3035500294640926,0.8104183786405487,0.4783695346864821,2.0391415451817063
1.9,1.7,0.8116766686839701,0.47684047895957105,0.583026750605496,0.6509548326520566,1.7897974020994045
1.7,1.7,0.5839667420698312,0.6486788281578794,0.583026750605496,0.6509548326520566,1.699999999888236
1.7,1.8,0.5839667420698312,0.6486788281578794,0.6935805664954068,0.5589755924931212,1.750748853808128
1.8,2.1,0.694736943430755,0.5570700902638988,0.9854194561601862,0.3521964572825424,1.9426125105502068
2.1,2.3,0.9859647331021882,0.35127663695081346,0.9453722819755307,0.26434915204672876,2.1993813789620713
2.3,2.6,0.9442171165926231,0.2638201964070981,0.6196762753346853,0.17975291021583908,2.4518609896465318
2.6,2.8,0.61775401981211,0.17953608504302468,0.4325185196094689,0.1429920403498536,2.7020501159408385
